/opt/cloudera/parcels/CDH-5.13.1-1.cdh5.13.1.p0.2/lib/impala-shell/ext-py/sasl-0.1.1-py2.7-linux-x86_64.egg/_saslwrapper.py:3: UserWarning: Module backports was already imported from None, but /usr/lib/python2.7/site-packages is being added to sys.path
Starting Impala Shell without Kerberos authentication
Error connecting: TTransportException, TSocket read 0 bytes
Kerberos ticket found in the credentials cache, retrying the connection with a secure transport.
Connected to ip-172-31-30-69.ap-southeast-1.compute.internal:21000
Server version: impalad version 2.10.0-cdh5.13.1 RELEASE (build 1e4b23c4eb52dac95c5be6316f49685c41783c51)
Query: use `tpcds_parquet_2`
Query: with inv as
(select w_warehouse_name,w_warehouse_sk,i_item_sk,d_moy
       ,stdev,mean, case mean when 0 then null else stdev/mean end cov
 from(select w_warehouse_name,w_warehouse_sk,i_item_sk,d_moy
            --,stddev_samp(inv_quantity_on_hand) stdev,avg(inv_quantity_on_hand) mean
            ,stddev_samp(inv_quantity_on_hand) stdev,avg(cast(inv_quantity_on_hand as double)) mean
      from inventory
          ,item
          ,warehouse
          ,date_dim
      where inv_item_sk = i_item_sk
        and inv_warehouse_sk = w_warehouse_sk
        and inv_date_sk = d_date_sk
        and d_year =1999
      group by w_warehouse_name,w_warehouse_sk,i_item_sk,d_moy) foo
 where case mean when 0 then 0 else stdev/mean end > 1)
select inv1.w_warehouse_sk col1,inv1.i_item_sk col2,inv1.d_moy col3,inv1.mean col4, inv1.cov col5
        ,inv2.w_warehouse_sk col6,inv2.i_item_sk col7,inv2.d_moy col8,inv2.mean col9, inv2.cov col10
from inv inv1,inv inv2
where inv1.i_item_sk = inv2.i_item_sk
  and inv1.w_warehouse_sk =  inv2.w_warehouse_sk
  and inv1.d_moy=1
  and inv2.d_moy=1+1
order by inv1.w_warehouse_sk,inv1.i_item_sk,inv1.d_moy,inv1.mean,inv1.cov
        ,inv2.d_moy,inv2.mean, inv2.cov
1	158	1	402	1.036297827348547	1	158	2	225.5	1.271031625122416
1	307	1	336.6666666666667	1.634433661781725	1	307	2	324.5	1.239606805303373
1	338	1	320	1.080373560973241	1	338	2	296	1.127180812417058
1	458	1	423.5	1.070562474712544	1	458	2	419	1.200975427726125
1	620	1	334.25	1.214051292369126	1	620	2	112.75	1.373957300617468
1	1441	1	349.75	1.157352971456234	1	1441	2	358.25	1.159932241514235
1	2155	1	216.75	1.19414024958339	1	2155	2	370	1.192526030974069
1	2674	1	296	1.299986654985727	1	2674	2	390	1.038977396406323
1	3266	1	444.3333333333333	1.020342489965864	1	3266	2	421.25	1.06929918730249
1	3488	1	496.5	1.062901664170768	1	3488	2	393.3333333333333	1.198270622571599
1	4120	1	324	1.011893907024502	1	4120	2	278.5	1.329220072467599
1	4330	1	285.5	1.567900667331899	1	4330	2	441.5	1.00113848133514
1	4336	1	339.75	1.229932294839924	1	4336	2	436.5	1.094790846121198
1	5428	1	314.25	1.077891480572624	1	5428	2	411.5	1.006530147665017
1	5845	1	321.75	1.135748355245722	1	5845	2	457	1.033175031715645
1	6004	1	426.5	1.041623811953841	1	6004	2	403	1.071973700250131
1	6067	1	331.25	1.097430464882475	1	6067	2	390.6666666666667	1.140168976049755
1	6241	1	198.25	1.105838905274247	1	6241	2	250.75	1.053920386389765
1	6694	1	299.75	1.304761240614115	1	6694	2	317.5	1.074203538050315
1	6826	1	339	1.432793497907843	1	6826	2	200	1.659452721029838
1	7454	1	314.3333333333333	1.25075611178056	1	7454	2	122.75	1.394010000776048
1	8306	1	211	1.405823869854566	1	8306	2	385.25	1.044062187636318
1	9344	1	341.25	1.30397854231639	1	9344	2	212.25	1.271225843866035
1	10228	1	212	1.178446270189787	1	10228	2	382	1.015632587562036
1	11275	1	289.5	1.10352648282389	1	11275	2	267.25	1.062325642825731
1	11851	1	351.5	1.044564322048054	1	11851	2	346.75	1.13313156578254
1	12142	1	413.6666666666667	1.192524281315843	1	12142	2	140.5	1.309937294338878
1	12256	1	408.25	1.110322104244038	1	12256	2	468.25	1.056016608947296
1	12436	1	395	1.111963176293092	1	12436	2	316.75	1.334867895480169
1	12536	1	148	1.168586892385322	1	12536	2	312.75	1.290122960741917
1	13141	1	228.3333333333333	1.118567353583668	1	13141	2	338.25	1.206325262807987
1	13162	1	275	1.122661143924174	1	13162	2	292.3333333333333	1.138757859511803
1	13394	1	376	1.144525863508917	1	13394	2	307.75	1.094591004265952
1	14344	1	380.3333333333333	1.315357383301891	1	14344	2	289.25	1.200444014021088
1	14818	1	303.75	1.206356777455682	1	14818	2	341	1.075139066196279
1	14833	1	282	1.197262412831939	1	14833	2	236.3333333333333	1.172320270537359
1	15308	1	200.75	1.783291126488809	1	15308	2	313.75	1.272319765319833
1	15824	1	242.5	1.021912470789871	1	15824	2	315	1.000549105981044
1	16076	1	376.6666666666667	1.213400198734911	1	16076	2	392.5	1.025610889269322
1	16147	1	316.75	1.060279682989671	1	16147	2	254.25	1.095863332154535
1	16496	1	146.25	1.604477869644295	1	16496	2	214.25	1.054590312105043
1	16564	1	329.25	1.162895217205147	1	16564	2	286	1.092447066013723
1	16658	1	389.75	1.018170451209399	1	16658	2	331	1.245052701518523
1	17552	1	192.75	1.115602396396993	1	17552	2	341	1.373289078701191
1	18130	1	162.5	1.068438370832986	1	18130	2	205.75	1.054116986215003
1	18176	1	235.3333333333333	1.370812133676036	1	18176	2	360	1.159557262608229
1	19123	1	310.75	1.114183299907494	1	19123	2	414.5	1.016017678401205
1	19546	1	270.75	1.084218793702374	1	19546	2	425	1.107975490965985
1	19756	1	349.25	1.097370222708813	1	19756	2	142.5	1.305046199663593
1	19948	1	303	1.099921325953083	1	19948	2	306	1.483001350964703
1	20119	1	341	1.385182785432885	1	20119	2	143.75	1.141567478293957
1	20131	1	337.6666666666667	1.552530679664905	1	20131	2	219.3333333333333	1.688656391001395
1	20404	1	433.5	1.003092465549891	1	20404	2	408	1.123255193583173
1	20728	1	373.25	1.05693008720075	1	20728	2	324.5	1.033966044364106
1	21682	1	249.75	1.131263409074645	1	21682	2	235	1.116311155568409
1	22838	1	431.75	1.113617712630289	1	22838	2	270.5	1.012383421355618
1	23426	1	398.75	1.081042349642889	1	23426	2	317	1.101212987340481
1	23491	1	311.75	1.089564644260983	1	23491	2	310.25	1.11073473238054
1	23629	1	381.3333333333333	1.226466510937008	1	23629	2	236.75	1.351585598293014
1	24151	1	294.5	1.148051170463672	1	24151	2	123.75	1.034603818235798
1	24368	1	353.5	1.254356875125015	1	24368	2	156	1.112679694899084
1	25075	1	168	1.358264991394563	1	25075	2	318.5	1.108844895637025
1	25378	1	365.5	1.074960890960863	1	25378	2	255.5	1.148377325014444
1	25660	1	285.3333333333333	1.410679093039032	1	25660	2	301.75	1.377584356161847
